glottocode	genus	confidence
pola1255	Slavic	initial
poli1260	Slavic	initial
sile1253	Slavic	common ancestor (bela1254, bulg1262)
lowe1385	Slavic	initial
uppe1395	Slavic	initial
celt1247		
cisa1237		
lepo1240		
tran1282		
gala1252		
nori1240		
oldw1239	Celtic	common ancestor (wels1247, bret1244)
wels1247	Celtic	initial
bret1244	Celtic	initial
corn1251	Celtic	initial
manx1243	Celtic	initial
scot1245	Celtic	initial
iris1253	Celtic	initial
oldi1245	Celtic	common ancestor (wels1247, manx1243)
crim1255		
goth1244		
dale1238	Germanic	common ancestor (swed1254, dani1285)
east2303	Germanic	common ancestor (swed1254, dani1285)
esto1259	Germanic	common ancestor (swed1254, dani1285)
swed1254	Germanic	initial
gutn1238	Germanic	common ancestor (swed1254, dani1285)
arch1246	Germanic	common ancestor (swed1254, dani1285)
jamt1238	Germanic	common ancestor (swed1254, dani1285)
dani1285	Germanic	initial
juti1236	Germanic	common ancestor (swed1254, dani1285)
scan1238	Germanic	common ancestor (swed1254, dani1285)
faro1244	Germanic	initial
icel1247	Germanic	initial
norw1258	Germanic	initial
oldn1244	Germanic	common ancestor (swed1254, dani1285)
olde1239		
east2295	Germanic	initial
lowe1388	Germanic	common ancestor (east2295, luxe1241)
wymy1235	Germanic	common ancestor (east2295, luxe1241)
uppe1400	Germanic	common ancestor (east2295, luxe1241)
luxe1241	Germanic	initial
kols1241	Germanic	initial
limb1263	Germanic	common ancestor (east2295, luxe1241)
pala1330	Germanic	common ancestor (east2295, luxe1241)
penn1240	Germanic	common ancestor (east2295, luxe1241)
riog1239	Germanic	common ancestor (east2295, luxe1241)
midd1343	Germanic	common ancestor (east2295, swis1247)
colo1254	Germanic	common ancestor (east2295, swis1247)
swab1242	Germanic	common ancestor (east2295, swis1247)
swis1247	Germanic	initial
wals1238	Germanic	common ancestor (east2295, swis1247)
bava1246	Germanic	initial
cimb1238	Germanic	common ancestor (east2295, swis1247)
hutt1235	Germanic	common ancestor (east2295, swis1247)
moch1255	Germanic	common ancestor (east2295, swis1247)
stan1295	Germanic	initial
unse1236	Germanic	common ancestor (east2295, swis1247)
main1267	Germanic	common ancestor (east2295, swis1247)
west2361	Germanic	common ancestor (east2295, swis1247)
oldh1241	Germanic	common ancestor (east2295, swis1247)
midd1321		
afri1274	Germanic	initial
oorl1238	Germanic	common ancestor (afri1274, dutc1256)
dutc1256	Germanic	initial
javi1237	Germanic	common ancestor (afri1274, dutc1256)
petj1238	Germanic	common ancestor (afri1274, dutc1256)
vlaa1240		
berb1259	Creoles and Pidgins	initial
nege1244		
skep1238		
zeeu1238	Germanic	initial
oldd1237		
nort2627	Germanic	initial
plau1238	Germanic	common ancestor (nort2627, east2288)
east2290	Germanic	common ancestor (nort2627, east2288)
gron1242	Germanic	common ancestor (nort2627, east2288)
nort2628	Germanic	common ancestor (nort2627, east2288)
west2356	Germanic	initial
midd1318		
olds1250		
east2834		
baja1265		
creo1235		
trin1276		
virg1240		
anti1245		
afro1254		
baha1260		
turk1310		
gull1241		
gren1247		
toba1282		
vinc1243		
jama1262	Creoles and Pidgins	initial
limo1249		
beli1260		
nica1252	Creoles and Pidgins	initial
sana1297		
sara1340	Creoles and Pidgins	initial
sran1240	Creoles and Pidgins	initial
kwin1243		
ndyu1242	Creoles and Pidgins	initial
ghan1244		
came1254		
nige1257	Creoles and Pidgins	initial
fern1234		
krio1253		
bisl1239	Creoles and Pidgins	initial
piji1239		
tokp1240	Creoles and Pidgins	initial
torr1261	Creoles and Pidgins	initial
hawa1247	Creoles and Pidgins	initial
krio1252	Creoles and Pidgins	initial
pitc1234	Germanic	sibling of stan1293
stan1293	Germanic	initial
midd1317		
scot1243		
olde1238		
hind1273	Germanic	common ancestor (west2354, nort2626)
schi1234	Germanic	common ancestor (west2354, nort2626)
ters1236	Germanic	common ancestor (west2354, nort2626)
west2354	Germanic	initial
nort2626	Germanic	initial
oldf1241	Germanic	common ancestor (west2354, nort2626)
sate1242	Germanic	common ancestor (west2354, nort2626)
anci1242		
medi1251		
apul1236		
cypr1249		
mode1248	Greek	initial
roma1240	Greek	sibling of mode1248
capp1239		
pont1253		
yeva1238		
myce1241		
anci1249		
tsak1248		
phry1239		
dame1241	Indic	sibling of kala1372
gawa1247		
gran1245		
shum1235		
kala1372	Indic	initial
khow1242	Indic	initial
bhat1265	Indic	sibling of halb1244
bhun1242	Indic	sibling of halb1244
halb1244	Indic	initial
kama1350	Indic	sibling of halb1244
naha1262	Indic	sibling of halb1244
beng1280	Indic	initial
bish1244	Indic	common ancestor (beng1280, chit1275)
hajo1238	Indic	common ancestor (beng1280, chit1275)
sylh1242	Indic	common ancestor (beng1280, chit1275)
khar1283	Indic	common ancestor (beng1280, chit1275)
lodh1246	Indic	common ancestor (beng1280, chit1275)
malp1246	Indic	common ancestor (beng1280, chit1275)
rohi1238	Indic	common ancestor (beng1280, chit1275)
chak1266	Indic	common ancestor (beng1280, chit1275)
chit1275	Indic	initial
noak1234	Indic	common ancestor (beng1280, chit1275)
tang1330	Indic	common ancestor (beng1280, chit1275)
kurm1243	Indic	common ancestor (beng1280, chit1275)
assa1263	Indic	initial
naga1394	Creoles and Pidgins	initial
rang1265		
rajb1243		
surj1235		
adiv1239	Indic	initial
bodo1266	Indic	common ancestor (adiv1239, oriy1255)
kupi1238	Indic	common ancestor (adiv1239, oriy1255)
oriy1255	Indic	initial
reli1238	Indic	common ancestor (adiv1239, oriy1255)
samb1325	Indic	common ancestor (adiv1239, oriy1255)
pais1238		
panj1256	Indic	initial
sans1271	Indic	common ancestor (panj1256, sind1272)
nort2662	Indic	common ancestor (panj1256, sind1272)
sout2668	Indic	common ancestor (panj1256, sind1272)
jaka1245	Indic	common ancestor (panj1256, sind1272)
sera1259	Indic	common ancestor (panj1256, sind1272)
paha1251	Indic	common ancestor (panj1256, sind1272)
sira1263	Indic	common ancestor (panj1256, sind1272)
west2386	Indic	common ancestor (panj1256, sind1272)
khet1238	Indic	common ancestor (panj1256, sind1272)
jadg1238	Indic	common ancestor (panj1256, sind1272)
lasi1242	Indic	common ancestor (panj1256, sind1272)
kach1277	Indic	common ancestor (panj1256, sind1272)
sind1272	Indic	initial
khol1241	Indic	common ancestor (panj1256, sind1272)
luwa1238	Indic	common ancestor (panj1256, sind1272)
memo1238	Indic	common ancestor (panj1256, sind1272)
sind1270	Indic	common ancestor (panj1256, sind1272)
maha1305		
katk1238		
goan1235		
mara1378	Indic	initial
samv1238	Indic	common ancestor (mara1378, konk1267)
varh1239	Indic	common ancestor (mara1378, konk1267)
varl1238	Indic	common ancestor (mara1378, konk1267)
konk1267	Indic	initial
phud1238	Indic	common ancestor (mara1378, konk1267)
oldm1244		
dubl1239	Indic	common ancestor (guja1252, bagr1243)
guja1252	Indic	initial
saur1248	Indic	common ancestor (guja1252, bagr1243)
aerr1238	Indic	common ancestor (guja1252, bagr1243)
kach1272	Indic	common ancestor (guja1252, bagr1243)
vagh1246	Indic	common ancestor (guja1252, bagr1243)
wadi1248	Indic	common ancestor (guja1252, bagr1243)
bagr1243	Indic	initial
jand1246	Indic	common ancestor (guja1252, bagr1243)
dhun1238	Indic	common ancestor (guja1252, bagr1243)
hado1235	Indic	common ancestor (guja1252, bagr1243)
merw1238	Indic	common ancestor (guja1252, bagr1243)
gade1236	Indic	common ancestor (guja1252, bagr1243)
kanj1259	Indic	common ancestor (guja1252, bagr1243)
mewa1249	Indic	common ancestor (guja1252, bagr1243)
godw1241	Indic	common ancestor (guja1252, bagr1243)
guja1253	Indic	initial
marw1260	Indic	common ancestor (guja1252, bagr1243)
mewa1250	Indic	common ancestor (guja1252, bagr1243)
pary1242	Indic	common ancestor (guja1252, bagr1243)
shek1243	Indic	initial
kabu1254	Indic	common ancestor (guja1252, bagr1243)
bhay1238	Indic	common ancestor (guja1252, bagr1243)
goar1239	Indic	common ancestor (guja1252, bagr1243)
dhat1238	Indic	common ancestor (guja1252, bagr1243)
marw1256	Indic	common ancestor (guja1252, bagr1243)
oddd1238	Indic	common ancestor (guja1252, bagr1243)
park1237	Indic	common ancestor (guja1252, bagr1243)
lamb1269	Indic	initial
midd1350	Indic	common ancestor (guja1252, bhil1251)
baur1251	Indic	common ancestor (guja1252, bhil1251)
bhil1251	Indic	initial
chod1238	Indic	common ancestor (guja1252, bhil1251)
dhod1238	Indic	common ancestor (guja1252, bhil1251)
dung1251	Indic	common ancestor (guja1252, bhil1251)
gami1242	Indic	common ancestor (guja1252, bhil1251)
adiw1235	Indic	common ancestor (guja1252, bhil1251)
rajp1235	Indic	common ancestor (guja1252, bhil1251)
malv1243	Indic	common ancestor (guja1252, bhil1251)
mawc1242	Indic	initial
nima1243	Indic	common ancestor (guja1252, bhil1251)
pard1243	Indic	common ancestor (guja1252, bhil1251)
bhil1253	Indic	common ancestor (guja1252, bhil1251)
naha1261	Indic	common ancestor (guja1252, bhil1251)
paur1238	Indic	common ancestor (guja1252, bhil1251)
rath1242	Indic	common ancestor (guja1252, bhil1251)
paly1238	Indic	common ancestor (guja1252, bhil1251)
rath1243	Indic	common ancestor (guja1252, bhil1251)
vaag1238	Indic	common ancestor (guja1252, bhil1251)
noir1238	Indic	common ancestor (guja1252, bhil1251)
vasa1239	Indic	initial
wagd1238	Indic	common ancestor (guja1252, bhil1251)
garh1243	Indic	common ancestor (guja1252, bhil1251)
kuma1273	Indic	initial
doty1234	Indic	common ancestor (guja1252, bhil1251)
juml1238	Indic	common ancestor (guja1252, bhil1251)
nepa1254	Indic	initial
dhan1264	Indic	common ancestor (guja1252, bhil1251)
khan1272	Indic	common ancestor (guja1252, bhil1251)
angi1238	Indic	common ancestor (guja1252, bhil1251)
bhoj1244	Indic	initial
cari1275	Indic	common ancestor (guja1252, bhil1251)
maga1260	Indic	initial
mait1250	Indic	initial
kudm1238	Indic	common ancestor (guja1252, bhil1251)
panc1246	Indic	common ancestor (guja1252, bhil1251)
orao1237	Indic	common ancestor (guja1252, bhil1251)
sadr1248	Indic	common ancestor (guja1252, bhil1251)
pali1273	Indic	common ancestor (guja1252, bhil1251)
chit1274	Indic	common ancestor (guja1252, bhil1251)
dang1260	Indic	common ancestor (guja1252, bhil1251)
sonh1238	Indic	common ancestor (guja1252, bhil1251)
kath1250	Indic	common ancestor (guja1252, bhil1251)
koch1247	Indic	common ancestor (guja1252, bhil1251)
rana1246	Indic	common ancestor (guja1252, bhil1251)
buks1238	Indic	common ancestor (guja1252, bhil1251)
majh1253	Indic	common ancestor (guja1252, bhil1251)
musa1263	Indic	common ancestor (guja1252, bhil1251)
kumh1238	Indic	common ancestor (guja1252, bhil1251)
bote1238	Indic	common ancestor (guja1252, bhil1251)
dara1250	Indic	initial
dhan1265	Indic	common ancestor (guja1252, bhil1251)
koch1253	Indic	common ancestor (guja1252, bhil1251)
awad1243	Indic	initial
bagh1251	Indic	common ancestor (guja1252, bhil1251)
chha1249	Indic	common ancestor (guja1252, bhil1251)
powa1246	Indic	common ancestor (guja1252, bhil1251)
doma1258	Indic	initial
doma1260	Indic	initial
balk1252	Indic	initial
balt1257	Indic	initial
calo1236	Indic	common ancestor (guja1252, bhil1251)
carp1235	Indic	common ancestor (guja1252, bhil1251)
angl1239	Indic	common ancestor (guja1252, bhil1251)
wels1246	Indic	initial
kalo1256	Indic	common ancestor (guja1252, bhil1251)
sint1235	Indic	initial
vlax1238	Indic	initial
braj1242	Indic	common ancestor (guja1252, bhil1251)
bhar1241	Indic	common ancestor (guja1252, bhil1251)
bund1253	Indic	common ancestor (guja1252, bhil1251)
hary1238	Indic	common ancestor (guja1252, bhil1251)
anda1280	Indic	common ancestor (guja1252, bhil1251)
fiji1242	Indic	common ancestor (guja1252, bhil1251)
hind1269	Indic	initial
urdu1245	Indic	initial
kana1281	Indic	common ancestor (guja1252, bhil1251)
gher1238	Indic	common ancestor (guja1252, bhil1251)
gurg1240	Indic	common ancestor (guja1252, bhil1251)
saur1252	Indic	common ancestor (guja1252, bhil1251)
gand1259	Indic	common ancestor (dogr1250, kash1277)
jaun1243	Indic	common ancestor (dogr1250, kash1277)
bhad1241	Indic	common ancestor (dogr1250, kash1277)
chin1475	Indic	common ancestor (dogr1250, kash1277)
lahu1250	Indic	common ancestor (dogr1250, kash1277)
chur1258	Indic	common ancestor (dogr1250, kash1277)
bhat1263	Indic	common ancestor (dogr1250, kash1277)
bila1253	Indic	common ancestor (dogr1250, kash1277)
cham1307	Indic	common ancestor (dogr1250, kash1277)
gadd1242	Indic	common ancestor (dogr1250, kash1277)
pang1282	Indic	common ancestor (dogr1250, kash1277)
dogr1250	Indic	initial
kang1280	Indic	common ancestor (dogr1250, kash1277)
mand1409	Indic	common ancestor (dogr1250, kash1277)
hari1246	Indic	common ancestor (dogr1250, kash1277)
hind1267	Indic	common ancestor (dogr1250, kash1277)
kull1236	Indic	common ancestor (dogr1250, kash1277)
maha1287	Indic	common ancestor (dogr1250, kash1277)
sirm1239	Indic	common ancestor (dogr1250, kash1277)
kash1277	Indic	initial
khah1234	Indic	common ancestor (dogr1250, kash1277)
kala1373	Indic	initial
torw1241	Indic	initial
indu1241	Indic	common ancestor (dogr1250, kash1277)
bate1261	Indic	common ancestor (dogr1250, kash1277)
mank1256	Indic	common ancestor (dogr1250, kash1277)
chil1275	Indic	common ancestor (dogr1250, kash1277)
gowr1239	Indic	common ancestor (dogr1250, kash1277)
tira1253	Indic	common ancestor (dogr1250, kash1277)
wota1240	Indic	common ancestor (dogr1250, kash1277)
brok1247	Indic	initial
kohi1248	Indic	common ancestor (dogr1250, kash1277)
usho1238	Indic	common ancestor (dogr1250, kash1277)
kund1257	Indic	common ancestor (dogr1250, kash1277)
shin1264	Indic	initial
kalk1245	Indic	common ancestor (dogr1250, kash1277)
phal1254	Indic	common ancestor (dogr1250, kash1277)
savi1242	Indic	initial
dhiv1236	Indic	initial
sinh1246	Indic	initial
vedd1240	Indic	initial
nort2666		
sout2672		
nort2665		
sout2671		
sans1269	Indic	sibling of kala1372
aves1237	Iranian	common ancestor (west2368, shug1248)
bact1239	Iranian	common ancestor (west2368, osse1243)
east2304	Iranian	common ancestor (west2368, gila1241)
koro1296	Iranian	common ancestor (west2368, gila1241)
sout2642	Iranian	common ancestor (west2368, gila1241)
west2368	Iranian	initial
gila1241	Iranian	initial
rudb1238	Iranian	common ancestor (west2368, gila1241)
gurg1241	Iranian	common ancestor (west2368, gila1241)
maza1291	Iranian	initial
shah1253	Iranian	common ancestor (west2368, gila1241)
kavi1234	Iranian	common ancestor (west2368, gila1241)
gazi1243	Iranian	common ancestor (west2368, gila1241)
jude1268	Iranian	common ancestor (west2368, gila1241)
nata1252	Iranian	common ancestor (west2368, gila1241)
soii1239	Iranian	common ancestor (west2368, gila1241)
khun1255	Iranian	common ancestor (west2368, gila1241)
nayi1242	Iranian	common ancestor (west2368, gila1241)
zoro1242	Iranian	common ancestor (west2368, gila1241)
siva1239	Iranian	common ancestor (west2368, gila1241)
lasg1238	Iranian	common ancestor (west2368, gila1241)
sang1315	Iranian	common ancestor (west2368, gila1241)
sork1239	Iranian	common ancestor (west2368, gila1241)
cent1972	Iranian	initial
nort2641	Iranian	initial
sout2640	Iranian	common ancestor (west2368, gila1241)
laki1244	Iranian	common ancestor (west2368, gila1241)
part1239	Iranian	common ancestor (west2368, gila1241)
semn1249	Iranian	common ancestor (west2368, gila1241)
adha1238	Iranian	common ancestor (west2368, gila1241)
gura1251	Iranian	initial
baje1238	Iranian	common ancestor (west2368, gila1241)
shab1251	Iranian	common ancestor (west2368, gila1241)
kaja1247	Iranian	common ancestor (west2368, gila1241)
kore1279	Iranian	common ancestor (west2368, gila1241)
shah1254	Iranian	initial
khoi1250	Iranian	common ancestor (west2368, gila1241)
mara1373	Iranian	common ancestor (west2368, gila1241)
taly1247	Iranian	initial
kaba1276	Iranian	initial
uppe1235	Iranian	common ancestor (west2368, gila1241)
goza1238	Iranian	common ancestor (west2368, gila1241)
harz1239	Iranian	common ancestor (west2368, gila1241)
kari1303	Iranian	common ancestor (west2368, gila1241)
alvi1241	Iranian	common ancestor (west2368, gila1241)
esht1238	Iranian	common ancestor (west2368, gila1241)
raza1238	Iranian	common ancestor (west2368, gila1241)
take1255	Iranian	initial
asht1244	Iranian	common ancestor (west2368, gila1241)
vafs1240	Iranian	initial
diml1238	Iranian	initial
kirm1248	Iranian	common ancestor (west2368, gila1241)
oldo1234	Iranian	common ancestor (west2368, osse1243)
digo1242	Iranian	common ancestor (west2368, osse1243)
iron1242	Iranian	common ancestor (west2368, osse1243)
khwa1238	Iranian	common ancestor (west2368, osse1243)
sogd1245	Iranian	common ancestor (west2368, osse1243)
yagn1238	Iranian	initial
oldw1238	Iranian	common ancestor (west2368, shug1248)
sari1246	Iranian	common ancestor (west2368, shug1248)
shug1248	Iranian	initial
yazg1240	Iranian	initial
munj1244	Iranian	common ancestor (west2368, shug1248)
yidg1240	Iranian	common ancestor (west2368, shug1248)
ormu1247	Iranian	initial
para1299	Iranian	common ancestor (west2368, shug1248)
cent1973	Iranian	initial
nort2646	Iranian	common ancestor (west2368, shug1248)
sout2649	Iranian	common ancestor (west2368, shug1248)
wane1241	Iranian	common ancestor (west2368, shug1248)
khot1251	Iranian	common ancestor (west2368, shug1248)
tums1237	Iranian	common ancestor (west2368, shug1248)
wakh1245	Iranian	initial
ishk1246	Iranian	initial
sang1344	Iranian	common ancestor (west2368, shug1248)
bash1263	Iranian	common ancestor (west2368, shug1248)
jude1256	Iranian	common ancestor (west2368, shug1248)
musl1236	Iranian	initial
aima1241	Iranian	common ancestor (west2368, shug1248)
dari1249	Iranian	initial
dehw1238	Iranian	common ancestor (west2368, shug1248)
haza1239	Iranian	common ancestor (west2368, shug1248)
pahl1240	Iranian	common ancestor (west2368, shug1248)
bukh1238	Iranian	common ancestor (west2368, shug1248)
taji1245	Iranian	initial
jude1257	Iranian	common ancestor (west2368, shug1248)
west2369	Iranian	initial
kumz1235	Iranian	common ancestor (west2368, shug1248)
lari1253	Iranian	common ancestor (west2368, shug1248)
dezf1238	Iranian	common ancestor (west2368, shug1248)
bakh1245	Iranian	common ancestor (west2368, shug1248)
sout2647	Iranian	common ancestor (west2368, shug1248)
nort2645	Iranian	initial
sout2645	Iranian	common ancestor (west2368, shug1248)
pahl1241	Iranian	common ancestor (west2368, shug1248)
oldp1254	Iranian	common ancestor (west2368, shug1248)
ashk1246	Nuristani	common ancestor (kati1270, pras1239)
kati1270	Nuristani	initial
pras1239	Nuristani	initial
treg1243	Nuristani	common ancestor (kati1270, pras1239)
waig1243	Nuristani	initial
fali1291		
lati1261		
arom1237		
megl1237	Romance	common ancestor (roma1327, mold1248)
roma1327	Romance	initial
istr1245		
dalm1243		
istr1244		
ital1282	Romance	initial
neap1235	Romance	initial
sici1248	Romance	common ancestor (ital1282, neap1235)
emil1241	Romance	initial
roma1328	Romance	common ancestor (emil1241, ligu1248)
jude1255	Romance	common ancestor (emil1241, ligu1248)
ligu1248	Romance	initial
lomb1257	Romance	common ancestor (emil1241, ligu1248)
piem1238	Romance	initial
sass1235	Romance	common ancestor (emil1241, ligu1248)
vene1258	Romance	common ancestor (emil1241, ligu1248)
friu1240	Romance	sibling of ladi1250
ladi1250	Romance	initial
caju1236		
gulf1242		
guia1246	Creoles and Pidgins	initial
kari1301		
hait1244	Creoles and Pidgins	initial
guad1242	Creoles and Pidgins	initial
sain1246		
loui1240		
nouc1234	Romance	sibling of stan1290
stan1290	Romance	initial
mori1278	Creoles and Pidgins	initial
sese1246	Creoles and Pidgins	initial
reun1238		
tayo1238	Creoles and Pidgins	initial
pica1241		
faet1240		
fran1260		
oldf1239		
wall1255		
roma1326	Romance	initial
gard1245	Romance	sibling of occi1239
occi1239	Romance	initial
oldp1253	Romance	sibling of occi1239
stan1289	Romance	initial
astu1245	Romance	initial
mira1251	Romance	sibling of astu1245
extr1243	Romance	sibling of stan1288
olds1249	Romance	sibling of stan1288
ladi1251	Romance	initial
lore1243	Romance	sibling of ladi1251
pale1260	Romance	sibling of ladi1251
chav1241	Creoles and Pidgins	initial
tern1248		
stan1288	Romance	initial
fala1241	Romance	sibling of gali1258
gali1258	Romance	initial
cafu1238	Romance	sibling of port1283
port1283	Romance	initial
mala1544		
dama1278		
korl1238		
fada1250		
ango1258	Creoles and Pidgins	initial
saot1239		
prin1242	Creoles and Pidgins	initial
maca1262		
mala1533	Creoles and Pidgins	initial
timo1258		
kabu1256		
papi1253	Creoles and Pidgins	initial
uppe1455	Creoles and Pidgins	initial
mind1263	Romance	sibling of gali1258
arag1245		
moza1249		
cors1241		
gall1276		
camp1261	Romance	initial
logu1236	Romance	sibling of camp1261
sout3126		
oldl1238		
osca1245		
sabe1248		
umbr1253		
lusi1235		
vene1257		
tokh1242		
tokh1243		
daci1234		
mess1244		
thra1250		
iran1263	isolate	initial
cher1273	Southern Iroquoian	initial
cayu1261	Northern Iroquoian	initial
laur1250	Northern Iroquoian	common ancestor (cayu1261, moha1258)
moha1258	Northern Iroquoian	initial
onei1249	Northern Iroquoian	initial
onon1246	Northern Iroquoian	initial
sene1264	Northern Iroquoian	initial
susq1241	Northern Iroquoian	common ancestor (cayu1261, moha1258)
nott1246	Northern Iroquoian	common ancestor (cayu1261, moha1258)
tusc1257	Northern Iroquoian	initial
wyan1247	Northern Iroquoian	initial
iton1250	isolate	initial
amar1271	Iwaidjan	common ancestor (iwai1244, maun1240)
gari1253	Iwaidjan	common ancestor (iwai1244, maun1240)
iwai1244	Iwaidjan	initial
maun1240	Iwaidjan	initial
hach1239	Japanese	common ancestor (nucl1643, cent2126)
nucl1643	Japanese	initial
yila1234	Japanese	common ancestor (nucl1643, cent2126)
oldj1239	Japanese	common ancestor (nucl1643, cent2126)
sats1241	Japanese	common ancestor (nucl1643, cent2126)
tsug1237	Japanese	common ancestor (nucl1643, cent2126)
kika1239	Japanese	common ancestor (nucl1643, cent2126)
okin1246	Japanese	common ancestor (nucl1643, cent2126)
toku1246	Japanese	common ancestor (nucl1643, cent2126)
nort2935	Japanese	common ancestor (nucl1643, cent2126)
sout2954	Japanese	common ancestor (nucl1643, cent2126)
yoro1243	Japanese	common ancestor (nucl1643, cent2126)
cent2126	Japanese	initial
kuni1268	Japanese	common ancestor (nucl1643, cent2126)
yaey1239	Japanese	common ancestor (nucl1643, cent2126)
yona1241	Japanese	common ancestor (nucl1643, cent2126)
miya1259	Japanese	common ancestor (nucl1643, cent2126)
jara1245	South Andamanese	initial
onge1236	South Andamanese	initial
kitj1240	Jarrakan	initial
gadj1243	Jarrakan	common ancestor (kitj1240, miri1266)
miri1266	Jarrakan	initial
toll1241	Tol	initial
west2777	Tol	sibling of toll1241
jira1235	isolate	
agua1253	Jivaroan	initial
achu1248	Jivaroan	initial
huam1247	Jivaroan	initial
shua1257	Jivaroan	initial
kron1241	Kadugli	initial
tumt1243	Kadugli	common ancestor (kron1241, kadu1257)
kang1288	Kadugli	common ancestor (kron1241, kadu1257)
katc1249	Kadugli	common ancestor (kron1241, kadu1257)
tuli1249	Kadugli	common ancestor (kron1241, kadu1257)
keig1242		
kaki1249	isolate	initial
cacu1241	Cacua-Nukak	initial
nuka1242	Cacua-Nukak	initial
kala1400	Kalapuyan	initial
tual1242	Kalapuyan	sibling of kala1400
yonc1234	Kalapuyan	sibling of kala1400
masa1311		
coto1237		
kama1372		
meni1247		
aeky1238	Elevala	initial
pare1271	Elevala	sibling of aeky1238
kamu1260		
kano1245	isolate	initial
kapo1250	isolate	
kara1289	isolate	initial
kara1497	isolate	
kari1254	isolate	
karo1304	isolate	initial
nucl1302	Kartvelian	initial
oldg1234	Kartvelian	common ancestor (nucl1302, lazz1240)
lazz1240	Kartvelian	initial
ming1252	Kartvelian	initial
svan1243	Kartvelian	initial
julu1237	Katla-Tima	common ancestor (katl1237, tima1241)
katl1237	Katla-Tima	initial
tima1241	Katla-Tima	initial
kana1291	Katukinan	initial
kata1270	Katukinan	sibling of kana1291
kaur1271	Kaure	initial
kosa1251	Kaure	sibling of kaur1271
alac1239		
alac1240	Alacalufan	sibling of qawa1238
qawa1238	Alacalufan	initial
atoh1238		
kaya1328	Kayagar	sibling of tama1336
tama1336	Kayagar	initial
kehu1238	isolate	
kena1236	isolate	
amba1269	Ap Ma	sibling of apma1241
apma1241	Ap Ma	initial
lang1328		
mong1344		
yaul1241		
east1472	Keresan	initial
west2632	Keresan	initial
haio1238	Khoe-Kwadi	common ancestor (nama1264, kora1292)
nama1264	Khoe-Kwadi	initial
kora1292	Khoe-Kwadi	initial
xiri1242	Khoe-Kwadi	common ancestor (nama1264, kora1292)
shua1254	Khoe-Kwadi	initial
kuaa1238	Khoe-Kwadi	common ancestor (nama1264, shua1254)
tsoa1238	Khoe-Kwadi	common ancestor (nama1264, shua1254)
tsix1234	Khoe-Kwadi	common ancestor (nama1264, shua1254)
anii1246	Khoe-Kwadi	initial
kxoe1243	Khoe-Kwadi	initial
gana1274	Khoe-Kwadi	common ancestor (nama1264, shua1254)
gwii1239	Khoe-Kwadi	common ancestor (nama1264, shua1254)
naro1249	Khoe-Kwadi	initial
kwad1244		
kibi1239	isolate	
kimk1238	isolate	
jeme1245	Kiowa-Tanoan	initial
kiow1266	Kiowa-Tanoan	initial
ariz1237	Kiowa-Tanoan	common ancestor (jeme1245, kiow1266)
tewa1260	Kiowa-Tanoan	initial
piro1248	Kiowa-Tanoan	common ancestor (jeme1245, kiow1266)
sout2961	Kiowa-Tanoan	initial
nort1550	Kiowa-Tanoan	initial
picu1248	Kiowa-Tanoan	common ancestor (jeme1245, kiow1266)
bamu1257	Kiwaian	sibling of sout2949
nort2930	Kiwaian	sibling of sout2949
sout2949	Kiwaian	initial
kere1286		
mori1271		
wabo1241	Kiwaian	sibling of sout2949
klam1254	isolate	initial
nami1258	Koiarian	common ancestor (nucl1630, omie1241)
nucl1630	Koiarian	initial
esee1247	Koiarian	common ancestor (nucl1630, omie1241)
omie1241	Koiarian	initial
biag1234	Koiarian	common ancestor (nucl1630, moun1252)
moun1252	Koiarian	initial
gras1249	Koiarian	initial
koit1244	Koiarian	initial
kima1246	Kolopom	initial
rian1263	Kolopom	initial
ndom1245		
kolp1236	isolate	
kwam1249		
buld1238		
opuu1239		
komo1258	Koman	initial
uduk1239	Koman	sibling of komo1258
kond1303		
yaha1248		
jeju1234	Korean	sibling of kore1280
kore1280	Korean	initial
ajas1235	Kresh	initial
dong1296	Kresh	common ancestor (ajas1235, gbay1288)
gbay1288	Kresh	initial
bakw1243	Kru	common ancestor (dalo1238, lako1244)
wane1242	Kru	common ancestor (dalo1238, lako1244)
gagn1235	Kru	common ancestor (dalo1238, lako1244)
kouy1238	Kru	common ancestor (dalo1238, lako1244)
dalo1238	Kru	initial
godi1239	Kru	initial
guib1246	Kru	common ancestor (dalo1238, godi1239)
gabo1234	Kru	common ancestor (dalo1238, lako1244)
lako1244	Kru	initial
yoco1235	Kru	common ancestor (dalo1238, lako1244)
neyo1238	Kru	initial
kodi1246	Kru	common ancestor (dalo1238, lako1244)
kuwa1247	Kru	common ancestor (dalo1238, sout2826)
mobu1235	Kru	common ancestor (dalo1238, sout2826)
tiag1235	Kru	common ancestor (dalo1238, sout2826)
barc1235	Kru	common ancestor (dalo1238, sout2826)
cent2041	Kru	common ancestor (dalo1238, sout2826)
gbol1235	Kru	common ancestor (dalo1238, sout2826)
nort2810	Kru	common ancestor (dalo1238, sout2826)
sout2826	Kru	initial
pyek1235	Kru	common ancestor (dalo1238, sout2826)
plap1239	Kru	common ancestor (dalo1238, sout2826)
tepo1239	Kru	common ancestor (dalo1238, sout2826)
dewo1238	Kru	common ancestor (dalo1238, sout2826)
gbii1242	Kru	common ancestor (dalo1238, sout2826)
nucl1418	Kru	common ancestor (dalo1238, sout2826)
klao1243	Kru	initial
